Region,Country,Item Type,Order Priority,Order Date,Ship Date,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Profit Margin per Product,Processing Time,Processing Time (days),Order Year,Sales Channel
Europe,Spain,Meat,H,2013-04-02,2013-05-02,421.89,364.69,414717.87,358490.27,56227.6,57.19999999999999,30 days,30,2013,Offline
Europe,Greece,Office Supplies,M,2013-04-02,2013-05-09,651.21,524.96,1430708.37,1153337.12,277371.25,126.25,37 days,37,2013,Online
Europe,Latvia,Personal Care,H,2013-11-02,2013-12-17,81.73,56.67,643215.1,445992.9,197222.2,25.06,45 days,45,2013,Offline
Europe,Montenegro,Baby Food,H,2013-03-03,2013-04-01,255.28,159.42,1427781.04,891636.06,536144.98,95.86,29 days,29,2013,Online
Europe,Andorra,Vegetables,C,2013-03-03,2013-03-19,154.06,90.93,1015563.52,599410.56,416152.96,63.13,16 days,16,2013,Offline
Europe,Sweden,Baby Food,L,2013-04-03,2013-05-09,255.28,159.42,1420888.48,887331.72,533556.76,95.86,36 days,36,2013,Online
Europe,Denmark,Snacks,C,2013-06-03,2013-06-15,152.58,97.44,1469497.98,938444.64,531053.34,55.140000000000015,12 days,12,2013,Offline
Europe,Sweden,Meat,H,2013-01-04,2013-02-21,421.89,364.69,291525.99,252000.79,39525.2,57.19999999999999,48 days,48,2013,Online
Europe,Moldova ,Beverages,C,2013-11-04,2013-12-03,47.45,31.79,18458.05,12366.31,6091.74,15.660000000000004,29 days,29,2013,Offline
Europe,France,Office Supplies,M,2013-11-04,2013-12-05,651.21,524.96,5087903.73,4101512.48,986391.25,126.25,31 days,31,2013,Online
Europe,Bosnia and Herzegovina,Fruits,H,2013-01-05,2013-01-06,9.33,6.92,25237.65,18718.6,6519.05,2.41,1 days,1,2013,Offline
Europe,Russia,Snacks,M,2013-01-05,2013-02-08,152.58,97.44,1197142.68,764514.24,432628.44,55.140000000000015,34 days,34,2013,Online
Europe,Portugal,Cereal,H,2013-02-05,2013-03-08,205.7,117.11,430530.1,245111.23,185418.87,88.58999999999999,31 days,31,2013,Offline
Europe,Kosovo,Snacks,H,2013-02-05,2013-03-09,152.58,97.44,973460.4,621667.2,351793.2,55.140000000000015,32 days,32,2013,Online
Europe,Lithuania,Office Supplies,M,2013-03-05,2013-04-19,651.21,524.96,4303846.89,3469460.64,834386.25,126.25,45 days,45,2013,Offline
Europe,United Kingdom,Personal Care,C,2013-06-05,2013-06-10,81.73,56.67,724127.8,502096.2,222031.6,25.06,5 days,5,2013,Online
Europe,Belgium,Snacks,L,2013-08-05,2013-08-11,152.58,97.44,435768.48,278288.64,157479.84,55.140000000000015,6 days,6,2013,Offline
Europe,San Marino,Office Supplies,C,2013-11-05,2013-12-05,651.21,524.96,2584652.49,2083566.24,501086.25,126.25,30 days,30,2013,Online
Europe,Lithuania,Clothes,C,2013-02-06,2013-03-22,109.28,35.84,393954.4,129203.2,264751.2,73.44,44 days,44,2013,Offline
Europe,Poland,Cereal,C,2013-11-06,2013-12-14,205.7,117.11,920918.9,524301.47,396617.43,88.58999999999999,38 days,38,2013,Online
Europe,Estonia,Office Supplies,H,2013-03-07,2013-04-25,651.21,524.96,3340056.09,2692519.84,647536.25,126.25,49 days,49,2013,Offline
Europe,Andorra,Baby Food,C,2013-03-07,2013-04-13,255.28,159.42,1599839.76,999085.14,600754.62,95.86,37 days,37,2013,Online
Europe,Ukraine,Beverages,L,2013-09-07,2013-10-20,47.45,31.79,345008.95,231145.09,113863.86,15.660000000000004,43 days,43,2013,Offline
Europe,Iceland,Personal Care,L,2013-11-07,2013-12-19,81.73,56.67,314088.39,217782.81,96305.58,25.06,42 days,42,2013,Online
Europe,Moldova ,Meat,M,2013-12-07,2013-12-10,421.89,364.69,3080640.78,2662966.38,417674.4,57.19999999999999,3 days,3,2013,Offline
Europe,Latvia,Snacks,M,2013-02-08,2013-03-08,152.58,97.44,737876.88,471219.84,266657.04,55.140000000000015,28 days,28,2013,Online
Europe,Estonia,Clothes,H,2013-06-08,2013-07-09,109.28,35.84,674148.32,221096.96,453051.36,73.44,31 days,31,2013,Offline
Europe,Slovakia,Meat,H,2013-08-08,2013-08-29,421.89,364.69,70033.74,60538.54,9495.2,57.19999999999999,21 days,21,2013,Online
Europe,Bulgaria,Fruits,C,2013-10-08,2013-11-01,9.33,6.92,72232.86,53574.64,18658.22,2.41,24 days,24,2013,Offline
Europe,Cyprus,Beverages,M,2013-12-08,2014-01-04,47.45,31.79,397773.35,266495.57,131277.78,15.660000000000004,27 days,27,2013,Online
Europe,Spain,Personal Care,C,2013-12-08,2014-01-27,81.73,56.67,217892.18,151082.22,66809.96,25.06,50 days,50,2013,Offline
Europe,San Marino,Snacks,L,2013-01-09,2013-02-09,152.58,97.44,961559.16,614066.88,347492.28,55.140000000000015,31 days,31,2013,Online
Europe,Poland,Snacks,M,2013-01-09,2013-02-03,152.58,97.44,983835.84,628293.12,355542.72,55.140000000000015,25 days,25,2013,Offline
Europe,Cyprus,Clothes,L,2013-01-09,2013-01-11,109.28,35.84,415482.56,136263.68,279218.88,73.44,2 days,2,2013,Online
Europe,Portugal,Office Supplies,M,2013-02-09,2013-02-24,651.21,524.96,1387077.3,1118164.8,268912.5,126.25,15 days,15,2013,Offline
Europe,Andorra,Beverages,L,2013-10-09,2013-11-21,47.45,31.79,432127.15,289511.53,142615.62,15.660000000000004,43 days,43,2013,Online
Europe,Slovenia,Vegetables,M,2013-02-10,2013-03-19,154.06,90.93,714376.22,421642.41,292733.81,63.13,37 days,37,2013,Offline
Europe,Finland,Snacks,H,2013-03-10,2013-04-11,152.58,97.44,491765.34,314049.12,177716.22,55.140000000000015,32 days,32,2013,Online
Europe,Hungary,Cosmetics,H,2013-06-10,2013-07-23,437.2,263.33,1113985.6,670964.84,443020.76,173.87,43 days,43,2013,Offline
Europe,Iceland,Clothes,M,2013-09-10,2013-10-07,109.28,35.84,430344.64,141137.92,289206.72,73.44,27 days,27,2013,Online
Europe,Bulgaria,Meat,H,2013-09-10,2013-10-03,421.89,364.69,1179604.44,1019673.24,159931.2,57.19999999999999,23 days,23,2013,Offline
Europe,Russia,Beverages,M,2013-10-10,2013-11-17,47.45,31.79,412103.25,276096.15,136007.1,15.660000000000004,38 days,38,2013,Online
Europe,Greece,Cereal,M,2013-10-10,2013-10-13,205.7,117.11,420656.5,239489.95,181166.55,88.58999999999999,3 days,3,2013,Offline
Europe,Slovakia,Snacks,L,2013-10-10,2013-11-28,152.58,97.44,605437.44,386641.92,218795.52,55.140000000000015,49 days,49,2013,Online
Europe,Belgium,Fruits,M,2013-11-10,2013-11-30,9.33,6.92,33420.06,24787.44,8632.62,2.41,20 days,20,2013,Offline
Europe,Portugal,Meat,L,2013-02-11,2013-03-28,421.89,364.69,3346431.48,2892721.08,453710.4,57.19999999999999,45 days,45,2013,Online
Europe,Moldova ,Personal Care,M,2013-03-11,2013-04-12,81.73,56.67,661359.16,458573.64,202785.52,25.06,32 days,32,2013,Offline
Europe,Austria,Snacks,M,2013-07-11,2013-07-20,152.58,97.44,1048682.34,669705.12,378977.22,55.140000000000015,9 days,9,2013,Online
Europe,Germany,Office Supplies,L,2013-09-11,2013-10-16,651.21,524.96,2894628.45,2333447.2,561181.25,126.25,35 days,35,2013,Offline
Europe,Norway,Fruits,L,2013-08-12,2013-09-06,9.33,6.92,43897.65,32558.6,11339.05,2.41,25 days,25,2013,Online
Europe,Greece,Meat,H,2013-11-12,2013-12-07,421.89,364.69,2812318.74,2431023.54,381295.2,57.19999999999999,25 days,25,2013,Offline
Europe,Kosovo,Baby Food,M,2014-01-01,2014-01-05,255.28,159.42,1806361.28,1128055.92,678305.36,95.86,4 days,4,2014,Online
Europe,Macedonia,Baby Food,H,2014-04-01,2014-05-04,255.28,159.42,2120610.96,1324301.94,796309.02,95.86,33 days,33,2014,Offline
Europe,Kosovo,Vegetables,H,2014-07-01,2014-07-14,154.06,90.93,459098.8,270971.4,188127.4,63.13,13 days,13,2014,Online
Europe,Germany,Baby Food,C,2014-11-01,2014-11-16,255.28,159.42,580251.44,362361.66,217889.78,95.86,15 days,15,2014,Offline
Europe,Estonia,Baby Food,M,2014-01-02,2014-02-20,255.28,159.42,714018.16,445897.74,268120.42,95.86,49 days,49,2014,Online
Europe,Cyprus,Personal Care,L,2014-01-02,2014-01-29,81.73,56.67,771939.85,535248.15,236691.7,25.06,27 days,27,2014,Offline
Europe,Italy,Fruits,H,2014-02-02,2014-03-22,9.33,6.92,73119.21,54232.04,18887.17,2.41,48 days,48,2014,Online
Europe,Cyprus,Vegetables,C,2014-07-02,2014-07-19,154.06,90.93,1472505.48,869108.94,603396.54,63.13,17 days,17,2014,Offline
Europe,Montenegro,Office Supplies,H,2014-07-02,2014-08-21,651.21,524.96,1993353.81,1606902.56,386451.25,126.25,50 days,50,2014,Online
Europe,Switzerland,Personal Care,M,2014-08-02,2014-08-11,81.73,56.67,276492.59,191714.61,84777.98,25.06,9 days,9,2014,Offline
Europe,Netherlands,Personal Care,H,2014-10-02,2014-10-04,81.73,56.67,19615.2,13600.8,6014.4,25.06,2 days,2,2014,Online
Europe,Belarus,Beverages,L,2014-06-03,2014-07-20,47.45,31.79,208590.2,139748.84,68841.36,15.660000000000004,47 days,47,2014,Offline
Europe,Georgia,Meat,L,2014-08-03,2014-09-04,421.89,364.69,1192261.14,1030613.94,161647.2,57.19999999999999,32 days,32,2014,Online
Europe,Kosovo,Office Supplies,H,2014-08-03,2014-09-21,651.21,524.96,5184934.02,4179731.52,1005202.5,126.25,49 days,49,2014,Offline
Europe,Armenia,Office Supplies,H,2014-08-03,2014-09-08,651.21,524.96,4859329.02,3917251.52,942077.5,126.25,36 days,36,2014,Online
Europe,Russia,Cosmetics,H,2014-09-03,2014-10-11,437.2,263.33,4090880.4,2463978.81,1626901.59,173.87,38 days,38,2014,Offline
Europe,Ireland,Personal Care,C,2014-10-03,2014-10-09,81.73,56.67,557316.87,386432.73,170884.14,25.06,6 days,6,2014,Online
Europe,Moldova ,Fruits,H,2014-11-03,2014-11-18,9.33,6.92,92637.57,68708.68,23928.89,2.41,15 days,15,2014,Offline
Europe,Hungary,Fruits,H,2014-01-04,2014-01-06,9.33,6.92,13584.48,10075.52,3508.96,2.41,2 days,2,2014,Online
Europe,Portugal,Household,M,2014-01-04,2014-01-20,668.27,502.54,3170272.88,2384049.76,786223.12,165.72999999999996,16 days,16,2014,Offline
Europe,Malta,Office Supplies,H,2014-12-04,2015-01-07,651.21,524.96,1470432.18,1185359.68,285072.5,126.25,34 days,34,2014,Online
Europe,Cyprus,Snacks,L,2014-12-04,2014-12-06,152.58,97.44,910444.86,581424.48,329020.38,55.140000000000015,2 days,2,2014,Offline
Europe,Ireland,Personal Care,L,2014-01-05,2014-02-04,81.73,56.67,178089.67,123483.93,54605.74,25.06,30 days,30,2014,Online
Europe,Poland,Personal Care,C,2014-04-05,2014-04-25,81.73,56.67,413553.8,286750.2,126803.6,25.06,20 days,20,2014,Offline
Europe,Ukraine,Baby Food,L,2014-05-05,2014-06-12,255.28,159.42,296380.08,185086.62,111293.46,95.86,38 days,38,2014,Online
Europe,Croatia,Personal Care,C,2014-05-05,2014-05-21,81.73,56.67,229007.46,158789.34,70218.12,25.06,16 days,16,2014,Offline
Europe,Iceland,Baby Food,M,2014-08-05,2014-09-02,255.28,159.42,1672594.56,1044519.84,628074.72,95.86,28 days,28,2014,Online
Europe,Italy,Beverages,H,2014-12-05,2015-01-02,47.45,31.79,246360.4,165053.68,81306.72,15.660000000000004,28 days,28,2014,Offline
Europe,Hungary,Vegetables,L,2014-01-06,2014-02-08,154.06,90.93,1118321.54,660060.87,458260.67,63.13,33 days,33,2014,Online
Europe,Lithuania,Cereal,M,2014-02-06,2014-03-09,205.7,117.11,1046190.2,595621.46,450568.74,88.58999999999999,31 days,31,2014,Offline
Europe,Norway,Fruits,C,2014-10-06,2014-10-23,9.33,6.92,41854.38,31043.12,10811.26,2.41,17 days,17,2014,Online
Europe,Romania,Vegetables,H,2014-11-06,2014-11-18,154.06,90.93,432754.54,255422.37,177332.17,63.13,12 days,12,2014,Offline
Europe,Czech Republic,Household,H,2014-11-06,2014-12-11,668.27,502.54,5026726.94,3780105.88,1246621.06,165.72999999999996,35 days,35,2014,Online
Europe,Italy,Snacks,L,2014-01-07,2014-02-10,152.58,97.44,978495.54,624882.72,353612.82,55.140000000000015,34 days,34,2014,Offline
Europe,Albania,Vegetables,M,2014-08-07,2014-08-25,154.06,90.93,44061.16,26005.98,18055.18,63.13,18 days,18,2014,Online
Europe,Finland,Baby Food,C,2014-09-07,2014-10-16,255.28,159.42,2215319.84,1383446.76,831873.08,95.86,39 days,39,2014,Offline
Europe,Kosovo,Vegetables,H,2014-11-07,2014-11-07,154.06,90.93,1336624.56,788908.68,547715.88,63.13,0 days,0,2014,Online
Europe,Poland,Beverages,C,2014-01-08,2014-02-02,47.45,31.79,301212.6,201802.92,99409.68,15.660000000000004,25 days,25,2014,Offline
Europe,Liechtenstein,Fruits,L,2014-02-08,2014-02-19,9.33,6.92,8285.04,6144.96,2140.08,2.41,11 days,11,2014,Online
Europe,Cyprus,Clothes,M,2014-03-08,2014-04-24,109.28,35.84,816103.04,267653.12,548449.92,73.44,47 days,47,2014,Offline
Europe,Russia,Clothes,M,2014-05-08,2014-06-23,109.28,35.84,1003846.08,329226.24,674619.84,73.44,46 days,46,2014,Online
Europe,San Marino,Cereal,M,2014-05-08,2014-05-30,205.7,117.11,1638811.9,933015.37,705796.53,88.58999999999999,22 days,22,2014,Offline
Europe,Monaco,Personal Care,L,2014-06-08,2014-07-04,81.73,56.67,450250.57,312195.03,138055.54,25.06,26 days,26,2014,Online
Europe,Switzerland,Fruits,H,2014-06-08,2014-07-14,9.33,6.92,86703.69,64307.56,22396.13,2.41,36 days,36,2014,Offline
Europe,Denmark,Cosmetics,M,2014-07-08,2014-07-15,437.2,263.33,1826184.4,1099929.41,726254.99,173.87,7 days,7,2014,Online
Europe,Ukraine,Cosmetics,C,2014-07-08,2014-07-20,437.2,263.33,2016803.6,1214741.29,802062.31,173.87,12 days,12,2014,Offline
Europe,Lithuania,Beverages,H,2014-01-09,2014-01-28,47.45,31.79,98174.05,65773.51,32400.54,15.660000000000004,19 days,19,2014,Online
Europe,Bulgaria,Office Supplies,C,2014-02-09,2014-02-25,651.21,524.96,2208253.11,1780139.36,428113.75,126.25,16 days,16,2014,Offline
Europe,Portugal,Snacks,H,2014-03-09,2014-04-14,152.58,97.44,422188.86,269616.48,152572.38,55.140000000000015,36 days,36,2014,Online
Europe,Montenegro,Clothes,C,2014-03-09,2014-03-09,109.28,35.84,989311.84,324459.52,664852.32,73.44,0 days,0,2014,Offline
Europe,France,Fruits,C,2014-04-09,2014-05-27,9.33,6.92,3489.42,2588.08,901.34,2.41,48 days,48,2014,Online
Europe,Czech Republic,Office Supplies,M,2014-05-09,2014-05-14,651.21,524.96,3567979.59,2876255.84,691723.75,126.25,5 days,5,2014,Offline
Europe,Austria,Vegetables,C,2014-05-09,2014-06-09,154.06,90.93,403945.32,238418.46,165526.86,63.13,31 days,31,2014,Online
Europe,Ukraine,Cosmetics,C,2014-06-09,2014-06-11,437.2,263.33,850791.2,512440.18,338351.02,173.87,2 days,2,2014,Offline
Europe,Monaco,Household,L,2014-06-09,2014-06-14,668.27,502.54,6261689.9,4708799.8,1552890.1,165.72999999999996,5 days,5,2014,Online
Europe,Netherlands,Office Supplies,C,2014-08-09,2014-08-16,651.21,524.96,6512.1,5249.6,1262.5,126.25,7 days,7,2014,Offline
Europe,Germany,Baby Food,L,2014-12-09,2015-01-02,255.28,159.42,2354192.16,1470171.24,884020.92,95.86,24 days,24,2014,Online
Europe,Russia,Cereal,L,2014-01-10,2014-02-24,205.7,117.11,265970.1,151423.23,114546.87,88.58999999999999,45 days,45,2014,Offline
Europe,Poland,Cereal,C,2014-02-10,2014-03-22,205.7,117.11,1067788.7,607918.01,459870.69,88.58999999999999,40 days,40,2014,Online
Europe,San Marino,Beverages,M,2014-05-10,2014-05-30,47.45,31.79,453574.55,303880.61,149693.94,15.660000000000004,20 days,20,2014,Offline
Europe,Cyprus,Clothes,H,2014-06-10,2014-07-28,109.28,35.84,681907.2,223641.6,458265.6,73.44,48 days,48,2014,Online
Europe,Hungary,Baby Food,M,2014-08-10,2014-09-15,255.28,159.42,1992970.96,1244591.94,748379.02,95.86,36 days,36,2014,Offline
Europe,Slovenia,Household,C,2014-09-10,2014-09-17,668.27,502.54,4672543.84,3513759.68,1158784.16,165.72999999999996,7 days,7,2014,Online
Europe,Germany,Cereal,H,2014-11-10,2014-11-29,205.7,117.11,408108.8,232346.24,175762.56,88.58999999999999,19 days,19,2014,Offline
Europe,Malta,Vegetables,M,2014-03-11,2014-04-10,154.06,90.93,1177480.58,694977.99,482502.59,63.13,30 days,30,2014,Online
Europe,Vatican City,Clothes,H,2014-03-11,2014-03-20,109.28,35.84,179437.76,58849.28,120588.48,73.44,9 days,9,2014,Offline
Europe,Bulgaria,Vegetables,C,2014-06-11,2014-07-02,154.06,90.93,1149133.54,678246.87,470886.67,63.13,21 days,21,2014,Online
Europe,Switzerland,Baby Food,M,2014-08-11,2014-09-25,255.28,159.42,2360318.88,1473997.32,886321.56,95.86,45 days,45,2014,Offline
Europe,Albania,Beverages,M,2014-12-11,2015-01-24,47.45,31.79,191128.6,128050.12,63078.48,15.660000000000004,44 days,44,2014,Online
Europe,Slovenia,Fruits,L,2014-12-11,2015-01-05,9.33,6.92,71561.1,53076.4,18484.7,2.41,25 days,25,2014,Offline
Europe,France,Fruits,H,2014-02-12,2014-02-18,9.33,6.92,4599.69,3411.56,1188.13,2.41,6 days,6,2014,Online
Europe,Austria,Office Supplies,L,2014-03-12,2014-03-28,651.21,524.96,1769337.57,1426316.32,343021.25,126.25,16 days,16,2014,Offline
Europe,San Marino,Household,C,2014-08-12,2014-08-25,668.27,502.54,408312.97,307051.94,101261.03,165.72999999999996,13 days,13,2014,Online
Europe,Andorra,Personal Care,L,2014-12-12,2014-12-19,81.73,56.67,358794.7,248781.3,110013.4,25.06,7 days,7,2014,Offline
Europe,Moldova ,Snacks,C,2015-03-01,2015-04-07,152.58,97.44,604369.38,385959.84,218409.54,55.140000000000015,37 days,37,2015,Online
Europe,Bosnia and Herzegovina,Baby Food,M,2015-04-01,2015-04-03,255.28,159.42,1696846.16,1059664.74,637181.42,95.86,2 days,2,2015,Offline
Europe,Spain,Vegetables,H,2015-06-01,2015-06-24,154.06,90.93,946236.52,558492.06,387744.46,63.13,23 days,23,2015,Online
Europe,Liechtenstein,Office Supplies,M,2015-11-01,2015-12-15,651.21,524.96,4768159.62,3843757.12,924402.5,126.25,44 days,44,2015,Offline
Europe,Armenia,Meat,M,2015-06-02,2015-07-19,421.89,364.69,2988668.76,2583463.96,405204.8,57.19999999999999,47 days,47,2015,Online
Europe,Cyprus,Personal Care,C,2015-06-02,2015-06-23,81.73,56.67,812477.93,563356.47,249121.46,25.06,21 days,21,2015,Offline
Europe,Slovakia,Beverages,M,2015-09-02,2015-10-19,47.45,31.79,198862.95,133231.89,65631.06,15.660000000000004,47 days,47,2015,Online
Europe,Bulgaria,Office Supplies,H,2015-11-02,2015-12-14,651.21,524.96,2635446.87,2124513.12,510933.75,126.25,42 days,42,2015,Offline
Europe,Ireland,Vegetables,H,2015-12-02,2015-12-16,154.06,90.93,429673.34,253603.77,176069.57,63.13,14 days,14,2015,Online
Europe,United Kingdom,Office Supplies,H,2015-07-03,2015-07-16,651.21,524.96,637534.59,513935.84,123598.75,126.25,13 days,13,2015,Offline
Europe,Portugal,Baby Food,L,2015-08-03,2015-09-08,255.28,159.42,1316478.96,822128.94,494350.02,95.86,36 days,36,2015,Online
Europe,Finland,Snacks,H,2015-12-03,2015-12-11,152.58,97.44,873062.76,557551.68,315511.08,55.140000000000015,8 days,8,2015,Offline
Europe,Spain,Cereal,M,2015-01-04,2015-02-22,205.7,117.11,1074165.4,611548.42,462616.98,88.58999999999999,49 days,49,2015,Online
Europe,Bosnia and Herzegovina,Baby Food,C,2015-04-04,2015-04-07,255.28,159.42,135553.68,84652.02,50901.66,95.86,3 days,3,2015,Offline
Europe,Moldova ,Office Supplies,L,2015-04-04,2015-04-16,651.21,524.96,1833156.15,1477762.4,355393.75,126.25,12 days,12,2015,Online
Europe,Norway,Cereal,M,2015-11-04,2015-11-24,205.7,117.11,262473.2,149432.36,113040.84,88.58999999999999,20 days,20,2015,Offline
Europe,Greece,Cereal,H,2015-05-05,2015-06-13,205.7,117.11,498205.4,283640.42,214564.98,88.58999999999999,39 days,39,2015,Online
Europe,Lithuania,Beverages,H,2015-07-05,2015-07-21,47.45,31.79,280856.55,188165.01,92691.54,15.660000000000004,16 days,16,2015,Offline
Europe,Moldova ,Cosmetics,M,2015-11-05,2015-12-19,437.2,263.33,2309290.4,1390909.06,918381.34,173.87,44 days,44,2015,Online
Europe,United Kingdom,Cosmetics,M,2015-05-06,2015-05-23,437.2,263.33,3000940.8,1807497.12,1193443.68,173.87,17 days,17,2015,Offline
Europe,Norway,Cereal,C,2015-06-06,2015-07-07,205.7,117.11,1256621.3,715424.99,541196.31,88.58999999999999,31 days,31,2015,Online
Europe,Cyprus,Cosmetics,M,2015-11-06,2015-11-07,437.2,263.33,1252140.8,754177.12,497963.68,173.87,1 days,1,2015,Offline
Europe,Kosovo,Fruits,C,2015-03-07,2015-03-11,9.33,6.92,7491.99,5556.76,1935.23,2.41,4 days,4,2015,Online
Europe,Malta,Beverages,M,2015-06-07,2015-06-30,47.45,31.79,280239.7,187751.74,92487.96,15.660000000000004,23 days,23,2015,Offline
Europe,Germany,Vegetables,C,2015-08-07,2015-09-03,154.06,90.93,128331.98,75744.69,52587.29,63.13,27 days,27,2015,Online
Europe,Estonia,Cereal,M,2015-10-07,2015-11-05,205.7,117.11,1449773.6,825391.28,624382.32,88.58999999999999,29 days,29,2015,Offline
Europe,United Kingdom,Baby Food,M,2015-10-07,2015-11-09,255.28,159.42,1414506.48,883346.22,531160.26,95.86,33 days,33,2015,Online
Europe,Belgium,Household,C,2015-04-08,2015-05-01,668.27,502.54,137663.62,103523.24,34140.38,165.72999999999996,23 days,23,2015,Offline
Europe,Belarus,Clothes,M,2015-06-08,2015-07-25,109.28,35.84,1067993.44,350264.32,717729.12,73.44,47 days,47,2015,Online
Europe,Czech Republic,Meat,M,2015-01-09,2015-02-01,421.89,364.69,563645.04,487225.84,76419.2,57.19999999999999,23 days,23,2015,Offline
Europe,Albania,Clothes,H,2015-03-09,2015-03-21,109.28,35.84,128076.16,42004.48,86071.68,73.44,12 days,12,2015,Online
Europe,Slovakia,Clothes,M,2015-05-09,2015-05-16,109.28,35.84,689666.08,226186.24,463479.84,73.44,7 days,7,2015,Offline
Europe,Iceland,Meat,M,2015-07-09,2015-07-15,421.89,364.69,3083594.01,2665519.21,418074.8,57.19999999999999,6 days,6,2015,Online
Europe,Armenia,Household,L,2015-09-09,2015-09-16,668.27,502.54,4985962.47,3749450.94,1236511.53,165.72999999999996,7 days,7,2015,Offline
Europe,San Marino,Household,H,2015-12-09,2015-12-09,668.27,502.54,6672675.95,5017861.9,1654814.05,165.72999999999996,0 days,0,2015,Online
Europe,Bosnia and Herzegovina,Meat,C,2015-12-09,2016-01-11,421.89,364.69,3519406.38,3042243.98,477162.4,57.19999999999999,33 days,33,2015,Offline
Europe,Romania,Beverages,M,2015-05-10,2015-06-10,47.45,31.79,15041.65,10077.43,4964.22,15.660000000000004,31 days,31,2015,Online
Europe,Austria,Beverages,C,2015-05-10,2015-05-31,47.45,31.79,303442.75,203297.05,100145.7,15.660000000000004,21 days,21,2015,Offline
Europe,Slovenia,Meat,M,2015-10-10,2015-11-18,421.89,364.69,3224083.38,2786960.98,437122.4,57.19999999999999,39 days,39,2015,Online
Europe,Portugal,Personal Care,H,2015-02-11,2015-02-12,81.73,56.67,417149.92,289243.68,127906.24,25.06,1 days,1,2015,Offline
Europe,Andorra,Beverages,H,2015-03-11,2015-04-17,47.45,31.79,73310.25,49115.55,24194.7,15.660000000000004,37 days,37,2015,Online
Europe,Portugal,Cereal,C,2015-08-11,2015-09-19,205.7,117.11,1001347.6,570091.48,431256.12,88.58999999999999,39 days,39,2015,Offline
Europe,Belgium,Snacks,M,2015-01-12,2015-01-17,152.58,97.44,763662.9,487687.2,275975.7,55.140000000000015,5 days,5,2015,Online
Europe,Malta,Cosmetics,M,2015-01-12,2015-02-21,437.2,263.33,3872280.4,2332313.81,1539966.59,173.87,40 days,40,2015,Offline
Europe,Belarus,Household,M,2015-02-12,2015-03-21,668.27,502.54,3845225.58,2891615.16,953610.42,165.72999999999996,37 days,37,2015,Online
Europe,Ireland,Fruits,H,2015-03-12,2015-03-29,9.33,6.92,69844.38,51803.12,18041.26,2.41,17 days,17,2015,Offline
Europe,Cyprus,Fruits,M,2015-07-12,2015-08-30,9.33,6.92,43123.26,31984.24,11139.02,2.41,49 days,49,2015,Online
Europe,Slovakia,Vegetables,M,2016-06-01,2016-07-05,154.06,90.93,1362352.58,804093.99,558258.59,63.13,34 days,34,2016,Offline
Europe,Macedonia,Clothes,H,2016-08-01,2016-09-13,109.28,35.84,1005157.44,329656.32,675501.12,73.44,43 days,43,2016,Online
Europe,Armenia,Meat,C,2016-10-01,2016-11-06,421.89,364.69,144286.38,124723.98,19562.4,57.19999999999999,36 days,36,2016,Offline
Europe,Poland,Cereal,L,2016-11-01,2016-11-20,205.7,117.11,1899433.8,1081393.74,818040.06,88.58999999999999,19 days,19,2016,Online
Europe,United Kingdom,Cosmetics,H,2016-03-02,2016-03-30,437.2,263.33,1137594.4,685184.66,452409.74,173.87,28 days,28,2016,Offline
Europe,Cyprus,Meat,L,2016-03-02,2016-03-22,421.89,364.69,1942381.56,1679032.76,263348.8,57.19999999999999,20 days,20,2016,Online
Europe,Slovenia,Clothes,C,2016-06-02,2016-06-13,109.28,35.84,1045372.48,342845.44,702527.04,73.44,11 days,11,2016,Offline
Europe,Romania,Snacks,L,2016-04-03,2016-05-19,152.58,97.44,502445.94,320869.92,181576.02,55.140000000000015,46 days,46,2016,Online
Europe,San Marino,Baby Food,M,2016-06-03,2016-06-11,255.28,159.42,511581.12,319477.68,192103.44,95.86,8 days,8,2016,Offline
Europe,France,Snacks,M,2016-07-03,2016-08-14,152.58,97.44,1302728.04,831942.72,470785.32,55.140000000000015,42 days,42,2016,Online
Europe,Latvia,Household,H,2016-08-03,2016-08-11,668.27,502.54,4962573.02,3731862.04,1230710.98,165.72999999999996,8 days,8,2016,Offline
Europe,Bulgaria,Beverages,H,2016-02-04,2016-03-07,47.45,31.79,133192.15,89234.53,43957.62,15.660000000000004,32 days,32,2016,Online
Europe,Denmark,Personal Care,L,2016-02-04,2016-02-09,81.73,56.67,690700.23,478918.17,211782.06,25.06,5 days,5,2016,Offline
Europe,Andorra,Fruits,L,2016-03-04,2016-03-26,9.33,6.92,49057.14,36385.36,12671.78,2.41,22 days,22,2016,Online
Europe,Liechtenstein,Clothes,H,2016-08-04,2016-08-08,109.28,35.84,430563.2,141209.6,289353.6,73.44,4 days,4,2016,Offline
Europe,Netherlands,Household,C,2016-11-04,2016-11-19,668.27,502.54,318764.79,239711.58,79053.21,165.72999999999996,15 days,15,2016,Online
Europe,Belgium,Office Supplies,M,2016-01-05,2016-02-17,651.21,524.96,5904521.07,4759812.32,1144708.75,126.25,43 days,43,2016,Offline
Europe,Montenegro,Baby Food,M,2016-01-05,2016-01-25,255.28,159.42,1111489.12,694114.68,417374.44,95.86,20 days,20,2016,Online
Europe,Denmark,Beverages,H,2016-06-05,2016-06-26,47.45,31.79,27948.05,18724.31,9223.74,15.660000000000004,21 days,21,2016,Offline
